PC1,PC2,PC3,PC4,Price
0.7090993326370577,0.29537458347423645,-0.4276958183477919,-0.0038233174956909715,588317.6568
-1.3190653718872254,-0.32405382532988947,0.5862331075674779,-0.39630764816636704,104021.6679
-1.5887050046469342,-0.7305208722342762,-0.18443387422499669,1.6097726822655716,185708.2598
-2.531654310855886,-2.439042135207231,0.9183883139776434,-0.8716402630368104,128945.4664
1.489887432699314,-0.3008891871984357,-0.775571570791123,-0.4889579204778437,343116.7513
-2.3573299681951263,-0.3415968877800515,0.6199908815974959,-0.0896132478654043,190134.3678
3.7305320815500718,-1.9122583128879083,-0.2388946818186153,-0.7761242177321162,741922.7803
-0.8621429882959897,-2.095886145817248,-0.26970502854560097,-0.05710623705550288,300770.4502
1.347890487467768,0.8418543340871305,0.10514868199080664,-0.08706411999765709,289653.3039
-1.2704503929618873,-1.5199165518349536,-0.9756336847135327,0.2002356883562593,315696.835
-1.250046453931427,1.3890203632296294,-0.536878900108716,-0.9563380787804173,256224.6335
0.3020202985778079,2.021258941278707,-0.3671914272638667,-0.41666317184731716,389635.1346
0.09559677812695912,-0.08301152004343278,-0.03816050288732124,1.3387317413446482,538054.4792
0.8576177366082648,0.43124939817906555,1.5693991123920359,-0.3613889284504284,231352.1189
0.919911611236449,-0.11887124597321966,-2.0539242291811877,0.28469428970795535,313705.9364
-2.350173572520239,-0.19809160210762153,1.770856449702922,1.094985481459414,178537.8948
-0.4273680889385022,-0.7796409338203169,-1.159324211322613,-0.30786954797956806,316276.3761
0.34953371187109655,1.2707100820540997,-0.160845352322996,-0.8836794059080657,194376.8764
-2.5257092753695454,0.1316415275725835,0.11409706905130063,0.1832026274675167,108413.2684
-0.1604869995220428,1.882890872991408,0.5234173172741324,0.6534344713524158,201297.8057
-2.2914199828463606,1.112780233749407,0.4526966403278729,-0.45105318179409437,237167.5462
-1.181934098602085,-0.5874104200127255,0.3362146138225067,-1.220163838545802,168038.4429
-0.2787458896903541,0.22529930231179315,0.03836757958442324,-0.7001952146643459,155525.584
-3.5363224168145853,-0.42462074540826844,-1.207378552633134,-0.5025730658539707,251669.3432
0.41168173325199947,-2.486051129587522,-0.9200004586953117,-1.8729261408457025,533047.0772
